# Pathway	SGP033296	SGP033297	SGP033298	SGP033299	SGP033300	SGP033301	SGP033302	SGP033303	SGP033304	SGP033305	SGP033306	SGP033307	SGP033308	SGP033309	SGP033310	SGP033311	SGP033312	SGP033313	SGP033314	SGP033315	SGP033316	SGP033317	SGP033318	SGP033319	SGP033320	SGP033321	SGP033322	SGP033323	SGP033324	SGP033325	SGP033326	SGP033327	SGP033328	SGP033329	SGP033330	SGP033331	SGP033332	SGP033333	SGP033334	SGP033335	SGP033336	SGP033337	SGP033338	SGP033339	SGP033340	SGP033341	SGP033342	SGP033343	SGP033344	SGP033345	SGP033346	SGP033347	SGP033348	SGP033349	SGP033350	SGP033351	SGP033352	SGP033353	SGP033354	SGP033355	SGP033356	SGP033357	SGP033358	SGP033359	SGP033360	SGP033361	SGP039575	SGP039576	SGP039577	SGP039578	SGP039579	SGP039580	SGP039581	SGP039582	SGP039583	SGP039584	SGP039585	SGP039586	SGP039587	SGP039588	SGP039589	SGP039590	SGP039591	SGP039592	SGP039593	SGP039594	SGP039595	SGP039596	SGP039597	SGP039598	SGP039599	SGP039600	SGP039601	SGP039602	SGP039603	SGP039604	SGP039605	SGP039606	SGP039607	SGP039608	SGP039609	SGP039610	SGP039611	SGP039612
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	806.72	3093.3	2343.07	3957.36	646.6	1107.1	1458.57	3807.32	3609.46	4050.29	2162.53	2307.32	1905.33	3707.81	863.854	3572.6	1816.95	491.988	4330.44	507.023	4049.13	366.955	2338.95	2659.07	527.477	2282.72	3267.29	396.457	2117.57	1978.78	2360.63	489.764	3811.31	3219.23	960.719	3331.69	1081.22	3105.85	3434.85	3370.48	3730.03	2941.74	2766.02	1074.22	344.77	1852.7	3017.61	1374.62	4019.64	1083.45	4057.78	3086.14	4618.29	1927.82	3576.2	1160.46	4482.98	4421.78	572.896	967.356	289.851	3253.61	2931.83	3486.64	4018.36	1799.06	880.212	2832.43	4251.98	3768.92	2247.92	631.353	5218.21	2829.08	2537.79	7777.06	3528	1094.01	4350.83	2896.06	5400.34	453.626	567.89	1396.81	1109.29	2879.75	3180.96	2397.75	135.968	3027.37	7608.76	6022.4	1942.73	3121.66	8715.1	3262.84	3254.25	3389.74	3011.63	4402.99	2677.25	3994.16	2301.7	3530.75
PWY-5130: 2-oxobutanoate degradation I	953.032	415.323	769.171	1053.02	289.593	636.001	473.043	1146.6	607.466	1044.47	115.49	1038.85	998.885	578.989	157.889	2075.71	1016.56	371.753	806.965	393.548	612.241	337.701	719.645	583.16	443.818	699.096	817.519	284.981	279.911	1572.66	632.404	260.037	666.428	564.157	246.708	437.597	96.2323	104.148	206.269	162.99	217.033	532.448	92.1423	2072.13	281.46	1512.86	205.396	618.566	374.26	707.775	331.251	186.496	630.127	212.884	243.98	280.281	621.867	621.918	817.006	910.824	1083.76	98.0749	289.87	789.486	410.768	967.086	296.815	1016.21	624.622	577.411	1569.86	412.763	813.472	1988.7	1252.6	1030.18	909.743	896.001	715.204	183.892	846.199	765.944	1456.52	144.204	10.5523	1771.89	962.85	1311.18	952.597	1944.9	851.945	799.505	1023.99	2011.61	1057.29	1050.02	2027.37	922.788	1064.71	804.51	1177.76	498.855	1230.81	1084.59
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	295.046	404.884	430.385	142.015	319.655	790.063	4680.57	305.226	350.749	348.957	766.051	555.299	149.368	102.235	1570.26	123.723	347.656	218.924	184.213	244.453	167.867	230.397	432.846	122.906	287.48	1940.14	177.54	181.041	2863.49	1025.21	212.314	277.456	321.806	280.378	4100.03	214.513	613.516	239.153	420.724	360.666	405.273	260.689	138.739	3801.58	181.316	370.348	402.609	363.859	972.237	210.501	517.986	393.234	469.354	132.5	255.925	574.36	372.437	482.449	214.097	179.448	162.785	254.682	187.123	412.184	232.837	135.609	275.548	130.288	203.413	468.442	227.455	276.076	251.104	621.57	96.3664	517.087	823.232	243.919	462.897	219.829	401.955	462.982	134.431	4437.59	2865.14	240.118	733.406	376.824	2210.37	258.875	184.561	164.407	184.581	210.431	185.724	136.029	830.113	73.661	43.8966	438.418	258.523	186.18	147.956	95.3027
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	33.8495	1.71412	42.1567	0	23.8541	337.905	2116.9	0	0	0	406.652	295.242	0	3.85147	580.429	6.91876	38.1575	8.86676	0	12.6862	0	10.5056	39.234	21.7921	4.72444	241.652	24.6293	0	1134.85	249.927	29.1252	18.8957	2.62861	32.0456	2630.32	39.8071	4.08127	82.9155	46.5254	7.10742	55.774	25.7865	2.08535	2663.54	0	13.0987	38.0824	21.3341	577.656	80.8596	0	30.948	0	25.3101	0	227.45	0	0	2.67951	5.81918	0	0	72.432	0	0	7.34737	12.001	0	0	64.3896	41.5204	0	0	57.3402	0	174.723	186.865	58.5161	0	0	0	80.3621	18.5313	1713.18	639.17	0	36.7272	0	1827.7	0	13.2105	0	20.5504	0	0	14.3641	0	0	0	218.935	38.8081	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	2237.36	6006.11	3362.95	6095.18	8220.95	8010.66	5020.42	5877.24	5749.31	5471.08	2779.82	6314.52	3394.54	5882.39	4088.4	6306.47	7590.99	8882.91	5073.81	8285.61	5839.64	8796.14	2575.85	2360.92	8709.82	3928.48	3456.91	7909.27	4781.58	4310.04	4704.81	8002.4	5622.32	5127.39	5543.06	4057.2	1341.1	1490.12	4366.96	4388.92	3567.83	3918.23	5501.63	3352.91	7718.99	4981.99	3913.68	4962.78	4999.3	6400.18	5685.07	3900.26	5538.26	4595.89	3992.75	4469.8	4851.15	5152.59	3716.78	4353.26	3961.17	4319.79	5815.96	5664.45	4688.61	5125.27	7951.69	6441.94	4911.66	4473.11	5078.28	8773.79	5317.06	6871.78	6230.25	3499.9	4932.1	4254.81	4992.15	4609.32	5181.45	6008.16	6782.88	4436.36	3367.79	5795.99	4392.26	7039.09	3277.06	6171.08	5038.46	5721.44	6158.26	5696.86	4185.18	5917.6	5104.67	5618.11	5713.02	5052.15	5792.29	4442.24	5758.82	5231.73
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	0	0	0	0	0	0	538.588	0	0	0	94.2822	118.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885.958	154.524	0	0	0	0	333.553	0	0	0	0	0	0	0	0	27.0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5178: toluene degradation IV (aerobic) (via catechol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	29.8157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7347	0	0	0	0	0	0	0	0	0	0	0	1388	0	0	82.7714	0	0	0	0	0	0	0	0	0	0	331.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5315	0	0	0	0	0	0	0	0	0	221.639	0	0	0	0	0	0	1810.22	0	0	43.933	0	0	0	0	75.5809	0	0	0	24.1153	0	0	0	0	0	21.4541	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	3573.3	2326.8	2474.95	1858.55	1932.76	2409.51	3639.76	2079.79	2584.12	2591.4	6182.44	2777.33	3890.78	2584.95	2418.92	2250.2	3094.93	2423.26	3131.47	3049.98	2766.59	2242.5	3908.79	3419.68	2441.19	3015.83	3457.75	1944.38	4727.16	3700.01	3557.63	1905.74	2921.83	2953.61	4304.91	3219.42	4756.74	5029.1	2660.4	2575.55	3167.84	2530.28	2432.86	2327.4	1717.53	2763.77	3128.54	3191.98	2002.1	2364.36	2047.19	2974.47	2765.41	3793.32	3642.07	3527.67	3189.15	2854.14	3885.38	2834.05	3238.15	3196.67	2226.37	3240.63	3445.84	2945.78	1695.71	1725.94	2728.31	2351.96	1824.39	2350.47	3393.56	2925.53	1367.94	1116.7	1836.24	3058.85	2815.29	2497.24	1649.5	3017.68	2797.31	5756.66	4838.27	2093.92	3316.72	2010.88	2142.16	1751.34	2001.21	2925.13	2755.69	1748.72	1842.2	1964.49	3100.51	1386.9	1482.3	2121.69	1221.08	3423.49	1665.81	1299.12
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	30.9043	74.6988	97.4382	29.7734	117.024	266.557	1825.58	76.7713	44.6595	40.9415	398.026	214.528	25.9116	47.4699	731.937	4.73091	87.5163	74.321	37.1536	70.9414	27.9193	76.6872	60.7025	34.8981	58.6767	766.29	12.2197	110.849	1036.22	475.292	110.187	124.77	48.775	196.639	1782.95	122.074	103.085	86.5828	146.81	160.537	184.078	72.5718	23.7874	1951.54	100.069	52.7215	175.576	138.394	57.9377	177.241	60.4331	151.779	479.867	117.998	67.6189	353.319	354.682	88.2961	113.169	72.3386	200.148	70.1862	109.638	71.4118	128	106.277	131.35	8.63863	91.5427	263.838	48.4066	77.1054	34.137	132.999	11.8323	310.103	253.176	58.0427	312.639	111.779	583.453	142.063	28.4955	2302.45	1578.55	59.4597	144.907	96.6218	1383.39	35.6743	20.0618	8.83402	13.2094	43.9242	42.1733	32.8363	138.881	32.6741	39.3703	138.901	93.7278	33.6776	34.7701	42.6482
PWY-5198: factor 420 biosynthesis II (mycobacteria)	71.2287	14.7961	133.951	0	19.3647	0	24.0346	34.8133	57.4575	37.137	74.5399	37.5546	54.1244	70.8631	0	0	2.25423	6.09839	5.91795	14.1732	80.5865	4.79141	37.5948	62.7747	15.075	8.94182	6.65246	6.83131	138.253	52.5807	118.16	17.4047	85.1431	102.35	0	170.001	0	0	124.299	129.381	144.675	143.309	0	0	0	0	192.643	0	0	0	0	310.038	0	0	200.251	0	0	0	181.828	126.458	171.142	67.4406	0	0	0	170.895	11.9584	66.6772	22.3841	0	0	4.97937	17.6577	0	35.5402	0	6.91025	48.1741	0	204.608	0	72.4609	65.7512	0	0	0	0	0	5.63599	0	0	33.8915	108.059	0	0	17.7272	0	14.1756	21.9983	0	22.7293	25.8849	0	14.7524
PWY-5209: methyl-coenzyme M oxidation to CO2	73.6867	15.415	123.995	0	14.8756	0	22.4217	31.3477	53.501	37.9371	63.6622	35.4823	45.0739	68.5417	0	0	2.17052	6.7919	3.9321	11.6683	80.9011	4.70717	33.5798	69.1906	10.8446	9.1853	4.35356	5.3849	133.416	55.1379	97.227	12.5887	81.7374	96.6192	0	150.674	0	0	105.408	118.549	138.831	132.69	0	0	0	0	171.45	0	0	0	0	280.678	0	0	173.998	0	0	0	172.593	117.4	170.438	65.1683	0	0	0	146.26	15.9946	67.0735	20.1834	0	0	6.16513	18.488	0	34.1514	0	8.14068	36.332	0	173.843	0	76.0148	56.0055	0	0	0	0	0	6.84674	0	0	29.4087	103.859	0	0	15.547	0	10.594	22.2094	0	20.1279	21.2636	3.43169	13.7776
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	901.479	69.5663	349.106	40.2467	28.7562	492.652	16.6318	1584.95	1063.2	1324.2	61.4717	471.848	1119.45	1042.2	0	358.105	61.6583	0	322.033	0	1360.77	0	29.3478	988.818	17.0769	0	436.065	0	365.544	499.799	884.539	0	722.012	533.659	60.6506	618.645	138.675	1249.77	40.3591	30.3406	60.5859	651.945	271.211	3.61896	0	55.2306	34.0975	68.4135	167.338	23.5722	941.716	28.0046	339.868	53.8259	91.7532	41.8913	247.964	248.471	38.9312	1277.74	1215.48	0	0	227.042	291.604	743.399	0	505.624	624.834	0	636.643	0	767.184	488.671	323.99	0	65.3556	81.0552	253.013	92.3287	599.866	159.562	84.1869	25.9885	60.8902	138.603	152.034	131.68	0	236.564	35.2856	750.712	613.122	203.724	49.8	293.52	112.075	750.872	453.683	39.6383	337.558	994.847	123.63	158.139
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	167.675	580.878	333.844	127.444	373.357	1811.74	2810.82	310.778	94.4965	209.875	1970.68	1340.73	166.533	213.066	1535.42	927.406	1851.07	136.404	218.31	330.824	99.886	277.612	513.678	237.686	99.4807	3522.09	105.469	114.846	3583.28	2381.47	318.241	554.628	100.693	535.721	3497.22	602.789	415.971	550.91	631.183	390.415	487.485	423.607	90.8497	4496.69	68.0208	359.285	461.248	1058.03	3120.74	1005.57	362.306	539.72	129.117	1197.45	273.9	2083.99	190.724	176.114	98.8958	629.016	720.441	515.949	977.684	85.1621	517.871	537.651	510.177	206.435	589.134	1526.72	259.817	154.902	205.467	661.491	225.845	1665.86	2122.97	1281.34	55.0995	551.483	18.1589	984.542	403.718	3227.73	3124.71	23.9879	443.969	197.176	4640.96	62.1056	158.477	384.731	914.565	237.997	134.412	386.593	122.225	288.735	369.205	946.996	688.905	294.297	601.034	471.711
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	142.069	7.85171	226.358	265.076	267.761	792.887	3800.39	458.019	52.6121	205.511	1348.17	872.628	650.027	127.719	1752.23	228.238	423.975	78.622	143.811	113.841	222.329	69.134	421.516	242.232	74.403	2018.68	358.739	47.3908	3076.22	1092.25	134.031	204.192	150.769	199.754	3790.9	189.957	208.445	341.464	96.6286	58.1101	139.379	266.014	309.77	3108.03	134.318	114.65	130.345	140.116	1009.56	387.999	599.277	186.891	472.182	175.104	30.5241	902.608	589.487	550.056	69.6178	88.529	96.7956	31.8462	289.041	281.133	726.807	112.439	245.114	87.6824	58.7558	495.621	148.722	57.1713	114.47	127.477	99.1722	776.584	772.463	292.677	122.339	31.0743	138.219	459.493	81.4164	3366.18	2502.39	78.7084	333.115	72.0071	2170.09	48.6027	239.575	70.0629	108.34	75.1859	83.9108	198.7	73.2726	141.636	140.106	394.35	294.284	109.741	356.363	143.939
PWY-5367: petroselinate biosynthesis	246.832	0	395.263	247.313	198.735	192.19	490.121	0	63.9366	376.443	142.616	106.715	8.49606	153.476	381.147	607.284	783.023	327.505	234.521	291.369	2.68759	249.768	701.197	48.5006	202.966	724.084	148.291	288.969	507.343	213.326	520.34	164.855	226.939	487.274	380.908	442.099	0	232.298	4.78183	0	12.2803	231.668	92.3857	87.9911	176.758	275.315	2.81941	305.564	291.274	98.254	92.3486	20.4234	8.5072	168.781	8.54106	345.14	5.12281	5.68084	66.2553	107.37	117.247	0	86.6048	10.9155	3.67502	36.6313	221.982	21.6628	0	137.567	16.8333	275.168	57.4895	184.278	18.1499	129.661	122.667	123.395	0	0	4.75124	66.4628	0	966.75	1036.34	219.029	12.7857	239.322	6.0628	263.497	252.048	42.6111	93.3808	128.73	168.254	13.9334	132.531	12.1606	0	28.5254	18.6038	65.9047	132.613	18.4375
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	2110.64	3136.18	1423.64	2565.13	2067.05	1707.27	5058.33	2772.4	2809.41	1896.74	1284.92	2384.1	2051.87	2345.13	1597.35	2247.64	1857.07	1223.39	3289.44	1659.35	2367.78	1172.28	2312.08	2999.66	1339.63	3829.04	3884.7	884.516	2894.37	1880.37	1339.52	1352.66	2373.01	1317.82	2458.56	1798.74	2129.12	3872.51	1647.1	1769.86	2054.26	1713.78	4860.49	2513.33	802.876	3589.25	1994.12	3979.25	3635.35	2958.44	3024.7	2020.66	3985.87	2840.66	2801.43	2119.65	4246.16	4023.34	1060.7	1590.96	1174.53	2487.08	3013.46	3294.09	3247.87	2024.85	1515.78	2149.04	2262.45	1673.21	1212.01	1171.35	2698.21	2330.61	1777.19	749.312	2098.39	2012.05	4549.47	2176	3092.94	2279.23	1219.12	2781.56	2043	1972.48	3047.01	1761.58	1770.89	2522.73	2066.68	2566.05	2547.57	2177.92	1124.87	2151.17	3312.44	1907.61	1718.9	1610.67	1680.83	2821.89	2255.49	2018.28
PWY-5392: reductive TCA cycle II	30.7534	18.8705	20.2778	9.91689	0	32.7021	90.6338	28.638	0	0	63.6277	265.061	0	0	38.3274	44.8154	37.7712	0	14.4533	4.12002	0	0	25.4238	56.594	0	202.969	3.41193	0	16.4613	233.413	42.8433	8.81152	6.30011	26.9348	175.587	19.2628	35.2354	33.038	14.2426	1.29974	22.8726	24.0048	92.2237	310.262	0	65.9258	6.9868	141.573	232.394	108.554	0	10.462	6.32212	268.187	0	202.875	0	9.83299	5.77351	0	9.31109	10.3657	70.7585	13.898	10.3612	0	0	0	26.8725	14.7619	9.3068	0	0	25.5379	0	0	6.16131	0	0	0	0	52.9723	0	0	10.066	0	11.0812	9.18642	552.542	0	0	81.7866	0	4.06062	0	20.4977	0	16.884	26.8718	0	28.0997	0	151.313	85.5776
PWY-5415: catechol degradation I (meta-cleavage pathway)	0	0	27.1935	0	21.4506	0	0	3.66334	0	0	0	0	0	5.01756	0	0	0	11.414	0	0	0	4.6877	8.37465	0	16.9448	0	0	0	4.94289	0	23.9268	38.038	0	7.85407	4.65745	3.21515	6.04388	46.4224	0	0	0	6.7672	47.6803	0	7.22844	0	0	0	48.2277	0	86.5276	0	0	0	0	0	0	0	9.80966	6.30336	7.4656	0	0	0	0	16.2422	11.9587	0	0	0	0	4.49167	22.8964	0	0	0	7.89988	31.202	0	0	0	0	0	18.347	0	0	31.0778	0	0	0	0	48.882	18.3882	0	0	9.14316	0	0	0	0	0	9.26667	35.1942	3.92648
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0	0	0	0	0	0	1088.53	0	0	0	115.437	22.489	0	0	63.8384	0	0	0	0	0	0	0	0	0	0	0	7.16613	0	700.652	76.9782	8.26793	0	0	0	153.144	3.15047	0	0	0	0	0	4.50382	0	1280.18	0	0	26.7411	11.8018	336.517	0	0	0	0	3.43357	0	12.515	0	0	0	0	0	0	15.8455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.36694	0	0	0	0	0	266.658	0	0	0	0	624.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	0	0	0	0	0	0	1088.53	0	0	0	115.437	22.489	0	0	63.8384	0	0	0	0	0	0	0	0	0	0	0	7.16613	0	700.652	76.9782	8.26793	0	0	0	153.144	3.15047	0	0	0	0	0	4.50382	0	1280.18	0	0	26.7411	11.8018	336.517	0	0	0	0	3.43357	0	12.515	0	0	0	0	0	0	15.8455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.36694	0	0	0	0	0	266.658	0	0	0	0	624.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	74.5749	71.3544	135.177	0	70.9748	0	4.17178	36.4323	36.9385	40.6334	14.7502	0	0	12.8745	0	37.7705	57.024	63.3141	66.3567	53.089	41.8404	51.1069	0	42.9373	57.923	26.7607	36.903	0	0	161.389	80.318	122.82	39.9151	102.696	0	174.153	76.1702	291.114	63.4662	22.5087	59.9203	149.254	26.4718	0	28.3168	0	57.5552	43.5461	39.6353	0	344.677	89.7379	51.4521	104.099	26.442	190.281	101.247	71.5207	26.3746	33.5323	45.4191	31.6941	0	0	89.8863	35.8501	186.339	78.7328	0	74.9125	41.8363	42.6915	0	0	0	0	110.577	120.595	55.8944	19.0566	70.0615	119.838	0	485.144	50.3587	0	66.9642	0	0	0	51.3828	61.0392	0	0	0	138.678	0	31.0314	42.8495	0	61.7792	0	61.9355	24.2777
PWY-5484: glycolysis II (from fructose 6-phosphate)	4679.84	5126.9	3590.56	5150.85	3965.31	3177.6	5227.74	3349.57	3385.89	2867.2	5890.46	3902.45	3395.32	4454.18	4424.39	4230.14	2896.13	2509.46	2670.63	3217.6	4431.74	2192.38	1822.87	5402.44	2540.29	3938.77	3419.87	2107.8	5953.8	4557.68	3870.69	2496.13	4478.96	3505.38	5503.03	3427.88	3297.35	3253.37	3136.05	3026.36	2683.08	3775.55	6324.58	5652.38	2152.42	3598.79	2715.72	3289.84	3700.93	2690.62	3970.54	2733.13	4125.57	2904.05	3502.91	5150.35	3888.62	3329.43	3179.9	2918.69	3201.47	3435.8	4014.87	4626.43	3222.01	3009.58	3515.19	3941.06	3347.24	3639.26	5584.62	2468.76	3558.01	3296.07	4495.47	5483.49	4455.98	2563.95	2723.66	3815.06	5527.05	2899.19	3836.27	4664.55	4416.35	3976.82	4576.85	2933.91	7467.12	2898.07	2771.9	2711.25	4101.22	3171.47	2973.62	3694.46	3732.32	5135.78	4461.44	3159.35	4108.29	2977.96	3306.08	5965.61
PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)	0	7.80075	18.1916	67.0013	14.172	25.4916	0	47.1122	10.4813	23.406	14.7187	0	7.89022	9.72248	0	69.733	64.229	23.1452	5.6524	8.58662	12.9067	35.3829	50.8925	2.30938	18.0749	18.8831	0	21.966	1.15518	27.6301	21.8981	74.0102	11.7009	15.6768	0	11.0004	32.7743	17.6369	3.35147	11.0817	4.10578	16.3945	14.1286	0	31.9339	27.0787	41.0533	10.0726	7.58691	6.43113	76.553	7.59112	0	4.55492	7.5193	10.344	0	3.17525	0	0	0	7.69046	28.9276	6.90216	4.15017	0	18.4168	0	0	0	0	36.2455	0	24.4385	0	0	5.46552	0	0	8.13139	0	0	0	0	39.3393	27.2122	3.49148	0	0	9.60984	7.17731	0	0	16.9439	24.143	0	29.8573	6.61436	0	0	12.193	0	13.3038	0
PWY-5497: purine nucleobases degradation II (anaerobic)	541.435	666.062	595.218	573.678	152.834	564.577	1094.38	646.228	381.007	350.735	293.384	901.132	509.252	324.976	501.409	1045.02	1141.1	248.719	572.895	304.198	530.103	268.69	658.887	296.726	326.442	784.889	504.139	199.984	1067.01	735.093	533.249	230.65	440.718	549.307	933.108	566.22	612.829	370.388	502.266	195.058	609.727	395.19	606.997	506.864	243.48	1171.67	348.534	456.954	1312.63	767.716	543.878	899.589	730.354	509.591	237.288	1298.91	549.1	586.725	138.015	179.481	300.897	285.783	799.32	653.488	565.435	330.275	227.169	452.981	325.673	1100.46	345.637	252.184	493.729	669.935	323.984	954.138	1245.96	904.381	516.271	185.338	705.565	1099.64	306.059	1559.82	1419.46	576.66	579.129	321.686	130.15	560.524	558.063	495.59	749.223	664.879	539.074	447.586	711.797	260.601	180.838	1102.2	676.904	460.974	308.267	250.523
PWY-5505: L-glutamate and L-glutamine biosynthesis	1254.39	1759.87	1962.62	1356.53	551.521	1910.5	428.558	1573.61	1655.82	1925.79	350.384	514.733	1821.78	1701.63	83.0216	2298.91	1840.33	461.336	1816.6	575.84	1802.24	597.136	1479.68	1331.42	622.63	1539.59	1916.83	572.705	207.818	914.642	2423.5	310.696	1501.94	1534.45	353.596	2199.26	1218.3	1038.29	1683	1738.15	1682.83	2239.06	1790.44	3.05541	378.971	2002.32	1685.19	2098.03	1555.33	1360.13	1294.51	1790.74	1410.2	1427.32	1956.56	2056.42	1476.01	1477.58	1855.25	2115.51	1979.42	1776.33	1299.48	1128.04	1426.47	1886.14	685.11	1205.39	1854.81	448.064	60.4171	561.661	1764.63	2303.51	904.116	250.871	913.853	1646.81	1818.86	1324.37	1219.62	1612.24	839.15	100.869	1893.29	1704.17	1275.48	2232.63	0	2473.33	1306.78	1590.38	1932.73	2144.58	711.937	709.752	2177	829.719	663.156	713.757	734.273	2066.18	1987.23	895.069
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II	0	0	5.5001	0	6.45492	4.34766	0	0	0	0	4.10102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93664	0	0	0	0	21.3889	0	0	0	0	0	4.25398	0	0	0	0	0	0	4.37406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8458
PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	20.2797	0	10.7326	0	0	0	0	21.3283	0	3.82804	0	11.6736	0	0	0	21.2686	17.2082	6.39998	0	0	4.09476	0	3.94376	14.5647	0	12.5858	0	0	0	18.6402	42.6929	0	5.80997	18.2492	0	19.2153	15.7936	0	0	0	0	11.5984	0	0	0	5.90602	6.23734	0	5.46835	0	0	12.3534	5.04754	0	0	6.26808	5.51151	7.37207	0	0	0	0	0	14.6966	0	0	0	0	12.5412	0	0	0	0	6.62016	0	40.4744	6.03483	0	5.34003	0	0	12.3182	0	0	16.5731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0457	9.66892	0	0	0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	56.5743	14.1947	138.494	0	105.194	402.025	3682.56	32.4148	0	7.7314	740.305	389.974	0	23.9151	1099.58	0	26.0452	17.7322	0	66.5087	0	32.4748	106.121	13.2493	16.3586	1659.72	27.3855	25.4091	2820.69	753.724	75.5577	95.0508	6.86149	104.19	2900.64	97.1862	16.6803	82.0495	23.9088	28.5863	81.3849	56.789	9.23926	1175.04	0	29.4946	35.2812	23.2347	731.474	121.545	0	87.5709	0	38.3956	0	388.685	0	0	0	0	0	0	79.0762	5.90341	0	17.7565	117.044	0	0	300.36	26.8315	22.4884	0	40.3434	0	278.566	473.81	133.006	0	0	0	326.08	18.5489	2468.55	1745.43	0	149.945	0	952.993	0	0	0	93.8069	0	0	60.3423	0	0	0	247.984	109.076	0	0	0
PWY-5647: 2-nitrobenzoate degradation I	0	0	2.40647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00119	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0	0	2.05237	0	0	9.67984	387.492	0	0	0	0	0	0	0	2.08239	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95253	0.467622	0	0	0	0.851803	40.9388	0	0	0.836982	0	0	0	0	0	2.99463	0	0	0	0	0	0	0	3.90901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5826	0	0	0	0	0	0	0	0	2.55713	0	0	0	0	0	0	0	0	1.46324	0	0	0	0	0	0	0	0
PWY-5656: mannosylglycerate biosynthesis I	16.3188	3.14047	50.5665	0	46.6249	0	539.897	9.68655	0	0	203.323	143.446	0	0	565.492	9.31095	10.6481	7.14588	0	34.5486	0	14.5262	40.5948	11.8142	12.6582	703.92	5.45538	0	505.694	215.115	69.0674	33.9332	3.16786	30.0523	163.631	46.4497	0	11.848	4.50261	3.00152	19.7118	12.5952	0	124.73	0	5.29185	13.4717	1.93307	1.10285	54.7981	0	18.6547	0	0	0	234.747	0	0	0	0	0	0	18.224	0	0	0	26.162	0	0	211.218	5.44833	0	0	0	0	222.797	157.761	0	0	2.85559	0	95.641	3.71167	1528.73	1222.85	0	23.6042	0	0	0	2.75708	0	6.7266	0	0	2.89204	0	2.02318	0	28.6199	16.9893	0	0	8.47713
